"Country","SDG.target","Indc.text","Status","Sector","Climate.response"
"Sudan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Replanting and rehabilitating of vulnerable areas with palatable range species and management of animal routes","Future","Agriculture","Adaptation"
"Sudan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Restocking animal herds in areas affected by climate change","Future","Agriculture","Adaptation"
"Tajikistan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","reforming agriculture","Future","Agriculture","Both"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening knowledge, extension services and agricultural infrastructures to target climate actions","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promoting climate change resilient traditional and modern knowledge on sustainable pasture and range management systems","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promoting livelihood diversification of livestock keepers","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Protecting smallholder farmers against climate related shocks, including through crop insurance.","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promoting development of livestock insurance strategies","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Enhancing development of livestock infrastructures and services","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Increasing yields through inter alia climate smart agriculture","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening the capacity of Agricultural research institutions to conduct basic and applied research","Future","Agriculture","Adaptation"
"Tanzania","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Up-scaling the level of improvement of agricultural land and water management","Future","Agriculture","Adaptation"
"Thailand","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote sustainable agriculture and Good Agricultural Practice (GAP)","Future","Agriculture","Adaptation"
"Thailand","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Agriculture, in need of forecasting and early warning system technologies, crop improvement technologies, and precision farming technologies","Future","Agriculture","Adaptation"
"Thailand","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Safeguard food security through the guidance of Sufficiency Economy Philosophy e.g. an application of the New Theory in agriculture and land management to promote appropriate resource allocation and economic diversification at the household level and sustainable management of community forests to promote food security at the community level, for instance","Future","Agriculture","Adaptation"
"Timor-Leste","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improve planning and legal framework for promoting sustainable and balanced food for livestock production under increased climate variability and climate change conditions","Future","Agriculture","Adaptation"
"Timor-Leste","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Develop integrated agroforestry and watershed management including climate change dimensions","Future","Agriculture","Adaptation"
"Timor-Leste","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reducing slash and burn practices by Introducing permanent agriculture with improved management practices and sustainable, climate-smart agricultural technologies and processes.","Future","Agriculture","Mitigation"
"Timor-Leste","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of Biogas and composting for reduction of agricultural emissions","Future","Agriculture","Mitigation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Concerning livestock, the actions will involve the introduction of fodder to improve animal digestion, support in the promotion of local breeds, and extensive livestock farming","Future","Agriculture","Mitigation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Support for the mapping of areas vulnerable to climate change","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Support for the dissemination of good agro-ecological practices","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Strengthening of Integrated Soil Fertility Management (ISFM)","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of rice production systems with very low water consumption and low GHG emissions (SRI: System of Rice Intensification).","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promotion of efficient varieties resistant to climate change","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Mapping out and establishing transhumance zones and corridors","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","In terms of the rice industry, the actions will target the identification and promotion of varieties of rain-fed rice, and support and guidance in the better use of organic matter (for faster decomposition) in the paddy fields","Future","Agriculture","Mitigation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improvement of agricultural water management","Future","Agriculture","Adaptation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","For farmland, a study will be conducted to characterize it into agro-ecological zones, as well as a research and support programme on organic and synthetic enriching agents that release less GHG, the study and promotion of optimal waste management for livestock and harvest remnants, and the promotion of land use planning practices that boost carbon’s binding to farmland and agroforestry","Future","Agriculture","Mitigation"
"Togo","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Construction and/or improvement of reservoirs for micro-irrigation and livestock watering in rural areas throughout all regions","Future","Agriculture","Adaptation"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To improve the enabling environment;","Future","Agriculture","Adaptation"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Sector Emission Reduction Targets: Transport, Agriculture, Environment Friendly Waste Management and Reforestation","Future","Agriculture","Mitigation"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promoting integrated agroforestry in areas earmarked for agriculture;","Future","Agriculture","Both"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Solar water pumping (Phase IIIb, Tourism and Agricultural Sectors)","Existing","Agriculture","Mitigation"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To develop a climate resilient environment;","Future","Agriculture","Adaptation"
"Tonga","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To develop diverse, resilient farming systems for the Kingdom’s islands;","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The carbon footprint for agriculture will also be improved by using practices that generate fewer emissions, such as optimizing the diets of domestic animals, promoting biological agriculture or conservation- oriented agricultural practices, or recovering energy from animal waste","Future","Agriculture","Mitigation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Updating the agricultural map to take into account the impacts of climate change","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Introducing a climate monitoring and early warning system, as well as an insurance mechanism against climatic hazards due to climate change","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Conserving and exploiting genetic heritage to adapt cereal crops to climate change, developing innovative systems for arable crops","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Adapting mixed farming-livestock production to climate change in vulnerable regions","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Adapting irrigated crops in the central regions","Future","Agriculture","Adaptation"
"Tunisia","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The aim of the mitigation plan is to intensify the promotion of energy efficiency in all consumer sectors and for all energy usages. Around 20 energy efficiency actions have been included in the calculation of avoidable emissions, covering the entire industrial, building, transport and agricultural sectors. This should allow <strong>primary energy demand to decrease by some 30 per cent by 2030 ,compared to the baseline","Future","Agriculture","Mitigation"
"Turkey","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Supporting the minimum tillage methods","Future","Agriculture","Mitigation"
"Turkey","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Controlling the use of fertilizers and implementing modern agricultural practices","Future","Agriculture","Mitigation"
"Turkey","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Conducting relevant studies to utilize wastes generated from breeding farms and poultry farms","Future","Agriculture","Mitigation"
"Turkey","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Rehabilitation of grazing lands","Future","Agriculture","Mitigation"
"Turkey","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Fuel savings by land consolidation in agricultural areas","Future","Agriculture","Mitigation"
"Uganda","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Expanding Climate Smart Agriculture (CSA)","Future","Agriculture","both"
"United Arab Emirates","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The UAE has also developed a National Biodiversity Strategy and Action Plan, as well as the UAE Sustainable Fisheries Programme, which aims to rebuild fish stocks.","Future","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To have formulated, adopted and started the implementation of a National Adaptation Plan for Agriculture by 2020.","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To have, by 2025, comprehensive information systems for adaptive management in agriculture for the public and private sector, and to have promoted research programs on dryland agriculture, vegetable and fruit crops, forage crops and pastures that better adapt to climate variability.","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Use of zero discharge technologies for rivers and streams and/or application of good practices of effluent treatment and/or recovery of nutrients, and minimization of methane emissions in at least 75% of dairy farms.","Not Specified","Agriculture","Mitigation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Adoption of good practices of natural grasslands management and management of breeding herds in livestock production in 1,000,000 ha (10% of grasslands), including the supply of forage, regenerative management and appropriate nitrogen management towards 2025 (*).","Not Specified","Agriculture","Mitigation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Adoption, by 2025, of good practices of natural land management and management of breeding herds in livestock production in an area ranging from 1,000,000 to 3,000,000 ha (10-30% of grasslands), including the supply of forage, regenerative management and the addition of supplements in times of drought, enhancing extension and livestock innovation mechanisms for that purpose (*).","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","By 2025, 100% of the area of the shelter and shade forests plantations –which provide shelter and well-being for animals, especially in adverse weather situations– has been preserved (78,000 ha) (*).","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","By 2025, 95% of the agricultural area is under land use and management plans, including plans to reduce erosion and preserve organic matter in croplands, the productivity and water storage capacity have improved, and the risk of erosion during extreme rainfall events has been reduced (*).","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Introduction of intermittent irrigation technology with alternate wetting and drying (AWD) of soils in at least 40% of the rice crop area (64,000 ha) by 2025.","Not Specified","Agriculture","Mitigation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Introduction of slow-release fertilizers and/or adjustments in the timing of fertilizer application in at least 20% of the area of winter agricultural crops, including corn and sorghum towards 2025","Not Specified","Agriculture","Mitigation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To have designed and implemented, by 2025, risk transfer instruments, such as climate index-based insurances and the Emergency Agriculture Fund (FAE, for its acronym in Spanish).","Not Specified","Agriculture","Adaptation"
"Uruguay","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","To have implemented by 2025 water management models and instruments that promote the rational use of water through reservoirs and dams that are shared among several plots of land.","Not Specified","Agriculture","Adaptation"
"Uzbekistan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Further improvement of water management practice in irrigated agriculture with wide use of integrated water resources management approaches and innovative technologies for water saving, including broad introduction of drip irrigation systems.","future","Agriculture","Adaptation"
"Uzbekistan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improvement of pasture productivity and fodder production in desert and piedmont areas.","future","Agriculture","Adaptation"
"Uzbekistan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improvement of the climate resilience of the agriculture through diversification of food crops production pattern; conservation of germplasm and indigenous plant species and agricultural crops resistant to droughts, pests and diseases; development of biotechnologies and breeding new crop varieties adopted to conditions of changing climate.","future","Agriculture","Adaptation"
"Uzbekistan","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Improvement of irrigated lands affected by desertification, soil degradation and drought, increase in soil fertility of irrigated and rainfed lands.","future","Agriculture","Adaptation"
"Vanuatu","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Planned cooperation with New Zealand and other nations in mitigating methane (CH<sub>4</sub>) and associated emissions for ruminant and pasture management","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","There are 28 laboratories for the production of biological inputs (biocontrollers and biofertilizers) at a national level to replace the use of agro-toxins. Biological input management protocols have been developed for seed production, as well as corn, legume and vegetable sowing plans. This network of laboratories is under the responsibility of the National Institute of Integral Agricultural Health (INSAI).","Existing","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Promote research, innovation and the production of technological inputs under environmental impact, as well as the rescue of ancestral technologies for agricultural and livestock production and processing, among others, increasing the efficiency and productivity indexes.","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establishment of Planting Schedules by the National Institute of Meteorology and Hydrology (INAMEH), to minimize the risks in agricultural production and the adequate management of water and of inputs in general, as key factors in the achievement of full food sovereignty.","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","promote research, innovation and production of technological inputs of low environmental impact, as well as the rescue of ancestral technologies for agricultural and livestock production and processing, among others, increasing efficiency and productivity rates.","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The establishment of an additional 2,184 hectares of Agroforestry Systems is planned for the period 2016-2019.","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","There are 28 laboratories for the production of biological inputs (bio-controllers and biofertilizers) at the national level to replace the use of agrochemicals. Protocols have been developed for the management of biological inputs for seed production, as well as plans for planting maize, legumes and vegetables. This network of laboratories is under the responsibility of the National Institute of Integral Agricultural Health (INSAI).","Existing","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The establishment of an additional 184 hectares of Agroforestry Systems is planned for the 2016-2019 period.","Future","Agriculture","Adaptation"
"Venezuela","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Establishment of Sowing Calendars by the National Institute of Meteorology and Hydrology (INAMEH), to minimize the risks in agricultural production and the adequate management of water and inputs in general, as key factors in the achievement of full food sovereignty. Among other things, it involves performing Agrometeorological Zoning. Some expected benefits are","Future","Agriculture","Adaptation"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Widely replicate technologies that treat and reuse by-products and waste from agricultural production to produce animal feed, mushrooms, materials for industries, biogas, and organic fertilizer","Future","Agriculture","Mitigation"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Research and develop solutions to reduce GHG emissions in farming, livestock, fisheries and animal feed and food processing;","Future","Agriculture","Mitigation"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Research and apply production processes and economic technologies that efficiently use seedlings, feed, agricultural materials, soil, water, and other inputs and reduce GHG emissions from agricultural production;","Future","Agriculture","Both"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Reduce GHG emissions through the development of sustainable agriculture; improve effectiveness and competitiveness of agricultural production","Future","Agriculture","Both"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Ensure food security through protecting, sustainably maintaining and managing agricultural land; restructuring of crops and livestock; create new climate change resilient varieties; complete the disease control and prevention system","Future","Agriculture","Both"
"Vietnam","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","Application of technologies to reduce GHGs, especially in the agriculture sector","Future","Agriculture","Mitigation"
"Yemen","2.4. By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality","The Expansion of Solar Power Technology in Yemen (US$ 50 Million) The project is being implemented nationally, with a particular focus on piloting solar technologies in government buildings, schools, hospitals and the agricultural sector (solar water pumping).","Future","Agriculture","Mitigation"
